기온(°C)
16.273333333333333
15.526666666666673
15.66666666666666
16.953333333333333
17.70166666666667
17.95333333333332
18.026666666666664
17.721666666666657
17.428333333333335
17.27500000000001
18.542372881355924
18.673333333333343
18.628333333333337
18.30666666666667
17.904999999999987
17.863333333333312
17.789999999999996
17.661666666666672
16.398333333333323
16.188333333333343
16.246666666666673
18.005000000000003
19.365
19.928333333333338
20.57666666666666
20.765
20.613333333333337
20.37999999999999
19.924999999999997
19.578333333333337
18.971666666666657
18.308333333333334
17.413333333333334
17.11
16.86833333333333
16.315000000000005
16.690000000000015
16.514999999999997
16.91333333333333
19.156666666666663
20.286666666666672
20.915000000000003
20.681666666666665
20.554999999999996
20.553333333333345
20.326666666666657
20.156666666666673
20.051666666666673
19.969999999999995
19.981666666666662
20.221666666666653
20.47333333333332
20.616666666666664
20.54333333333334
18.456666666666656
18.27166666666666
18.728333333333328
18.67000000000001
18.97166666666667
19.12000000000001
19.068333333333342
19.093333333333337
19.10333333333334
19.219999999999988
19.448333333333327
19.525
19.676666666666684
19.72833333333333
19.713333333333313
19.884999999999984
20.08166666666668
18.916666666666647
19.28666666666665
19.291666666666647
19.24833333333331
19.471666666666668
20.02499999999999
21.126666666666665
21.134999999999994
21.71333333333333
21.934999999999995
21.890000000000008
21.86166666666666
21.091666666666665
20.474999999999984
20.005
19.938333333333333
19.148333333333326
18.66333333333333
18.276666666666667
16.210000000000004
15.581666666666672
16.04
18.695000000000004
20.7
20.616666666666664
20.69666666666666
21.01833333333333
20.619999999999994
20.776666666666653
21.259999999999994
21.22333333333335
20.83666666666667
19.629999999999995
18.96333333333332
18.668333333333344
18.485
18.59000000000001
17.67666666666665
18.025000000000002
19.57166666666669
20.075000000000003
20.961666666666666
21.46833333333333
21.835
22.025
22.015
22.158333333333328
21.83
21.198333333333323
20.686666666666678
20.143333333333338
19.471666666666668
19.07500000000001
18.885
19.026666666666667
18.680000000000014
18.878333333333334
18.776666666666653
19.71500000000001
20.76833333333333
20.833333333333346
20.83166666666667
21.32500000000001
21.471666666666657
21.7
21.350847457627108
21.030000000000026
20.88833333333331
20.786666666666672
20.909999999999993
21.19333333333334
21.106666666666666
21.05833333333334
19.766666666666648
19.36166666666667
19.361666666666654
20.211666666666655
20.793333333333326
21.33833333333333
21.436666666666653
21.271666666666672
20.55666666666666
20.584999999999997
20.531666666666677
20.36999999999999
20.04333333333334
20.178333333333352
20.70166666666668
20.938333333333336
20.64
19.760000000000023
19.78999999999998
19.801666666666645
19.865
20.061666666666664
20.423333333333332
20.624999999999993
20.526666666666678
20.753333333333334
21.345000000000006
21.58833333333333
21.793333333333333
21.553333333333338
21.096666666666682
20.920000000000005
20.49333333333334
20.313333333333336
20.178333333333338
19.791666666666668
17.069999999999997
16.98499999999999
17.52500000000001
19.455000000000002
22.063333333333333
22.796666666666667
22.883333333333326
22.713333333333342
22.733333333333338
22.896666666666672
22.36333333333334
21.388333333333343
20.571666666666676
20.478333333333346
20.191666666666677
19.96
19.76000000000001
19.523333333333348
16.696666666666676
16.34166666666666
16.165000000000017
16.346666666666653
16.755000000000006
16.901666666666674
17.15333333333333
17.225
16.791666666666675
16.711666666666662
16.263333333333335
16.123333333333342
15.871666666666648
15.893333333333329
15.84166666666665
15.698333333333343
15.711666666666684
15.63500000000001
15.030000000000003
15.13833333333335
15.201666666666666
15.54833333333334
16.705000000000005
17.141666666666666
17.865000000000002
17.92333333333333
17.868333333333332
17.95333333333334
17.261666666666667
17.235000000000003
16.46166666666666
16.198333333333355
16.025
16.026666666666674
15.878333333333323
14.916666666666677
12.111666666666684
12.101666666666677
12.496666666666664
14.74
16.528333333333325
17.466666666666665
17.70166666666666
18.121666666666663
18.175000000000004
18.346666666666668
17.955000000000005
17.4
17.014999999999997
16.918333333333322
16.74166666666667
16.196666666666655
15.906666666666663
16.52166666666667
